id,name,neighbourhood_cleansed,latitude,longitude,room_type,minimum_maximum_nights,license,Illegal,,,
646275,San Francisco Living Like A Local,Bernal Heights,37.74711,-122.41781,Entire home/apt,14,STR-0001471,legal,,,
647360,"Stylish, Comfortable Apartment Close to Twin Peaks",Lakeshore,37.731,-122.47932,Entire home/apt,29,STR-0000044,legal,,,
655326,Extraordinary 2BR-2BA condo with 2 private decks!,North Beach,37.80301,-122.40216,Entire home/apt,270,,illegal,,,
657121,Penthouse with Spectacular Views,North Beach,37.80264,-122.41046,Entire home/apt,500,STR-0002263,legal,,,
662754,Great views - Lg Sunny 2bdrm Victorian SF flat,Mission,37.75458,-122.40975,Entire home/apt,10,STR-0002165,legal,,,
663623,Grand victorian flat in mission SF,Mission,37.75797,-122.4096,Entire home/apt,21,STR-0001506,legal,,,
677207,Modern 3 Bedroom SF  View Home,Castro/Upper Market,37.76499,-122.44262,Entire home/apt,14,STR-0004058,legal,,,
678556,Cheerful Private Garden Studio,Haight Ashbury,37.77431,-122.45236,Entire home/apt,14,STR-0000027,legal,,,
680288,Cozy Mission Garden Rooms,Mission,37.75192,-122.41365,Entire home/apt,8,STR-0000002,legal,,,
691023,Modern and Serene House on Dolores Park,Castro/Upper Market,37.75757,-122.42693,Entire home/apt,21,STR-0001309,legal,,,
699723,2BR Penthouse with 4 sunny decks,Potrero Hill,37.76644,-122.39588,Entire home/apt,30,STR-0002433,legal,,,
713877,Charming Cole Valley Private Suite,Inner Sunset,37.76369,-122.45304,Entire home/apt,25,STR-0002074,legal,,,
715543,Marie's sunny spacious Mission loft,Mission,37.76375,-122.4125,Entire home/apt,180,,illegal,,,
715754,Stunning Views Near Haight & Castro,Haight Ashbury,37.76646,-122.4432,Entire home/apt,70,,legal,,,
719431,Garden suite in peaceful area by Metro subway,West of Twin Peaks,37.74028,-122.46885,Entire home/apt,26,STR-0000053,legal,,,
720811,Private Inlaw Apt Inner Richmond SF,Inner Richmond,37.77571,-122.46296,Entire home/apt,27,STR-0000392,legal,,,
726657,Mission Flat w/Deck&Garden,Mission,37.76284,-122.42443,Entire home/apt,14,STR-0000268,legal,,,
727866,Luxurious Guest Suite Near SF Ocean Beach,Outer Sunset,37.74781,-122.50316,Entire home/apt,29,STR-0000207,legal,,,
727969,Spacious 1 Bedroom with Garden in Sunny Noe,Noe Valley,37.75354,-122.43372,Entire home/apt,360,STR-0000791,legal,,,
728486,Spacious 1 Bedroom Loft/Condo in SF,South of Market,37.7822,-122.404,Entire home/apt,120,,illegal,,,
728585,Clipper Street Cottage,Noe Valley,37.74935,-122.43532,Entire home/apt,14,STR-0000052,legal,,,
728884,Spacious 2BR in Noe with Parking,Noe Valley,37.75305,-122.43465,Entire home/apt,360,STR-0000791,legal,,,
730045,Studio in the heart of the Mission!,Noe Valley,37.75251,-122.429,Entire home/apt,1125,,illegal,,,
732779,Relaxing Victorian near nature,Outer Richmond,37.78068,-122.48146,Entire home/apt,90,STR-0000440,illegal,,,
734801,"Luxurious, modern, beautiful A+view",Western Addition,37.78937,-122.42937,Entire home/apt,1125,,illegal,,,
734839,Relax in a Charming Edwardian Flat in Russian Hill,North Beach,37.80153,-122.4094,Entire home/apt,180,STR-0000091,legal,,,
738547,Spectacular Bay View Russian Hill,Russian Hill,37.80627,-122.41919,Entire home/apt,1125,STR-0002416,legal,,,
741327,Corporate 1BR #7 in Nob Hill,Nob Hill,37.79102,-122.40921,Entire home/apt,1125,,illegal,,,
749744,Cole Valley Garden Retreat,Haight Ashbury,37.76739,-122.4493,Entire home/apt,180,,illegal,,,
749990,Remodeled Beauty in Haight Ashbury,Haight Ashbury,37.77154,-122.43888,Entire home/apt,1125,,illegal,,,
752607,MIssion Charmer in Foodie Paradise - 3bd/1ba,Mission,37.76411,-122.42159,Entire home/apt,1125,STR-0001363,legal,,,
754117,Amazing flat in Haight Ashbury,Haight Ashbury,37.77046,-122.44772,Entire home/apt,360,STR-0000385,legal,,,
758815,Beautiful garden unit close to water,Marina,37.80508,-122.44226,Entire home/apt,180,1021857,illegal,,,
760794,"Panoramic View, Gorgeous, Homey:",Glen Park,37.73868,-122.42949,Entire home/apt,45,STR-0000448,legal,,,
765914,"Gorgeous Mission Loft, Great Light!",Mission,37.75692,-122.41116,Entire home/apt,180,STR-0002749,legal,,,
766516,Sunlit Precita Park 2BR,Bernal Heights,37.74668,-122.41401,Entire home/apt,180,STR-0001252,legal,,,
767506,Spacious Gem to Entertain or Relax,West of Twin Peaks,37.74412,-122.45273,Entire home/apt,365,STR-0000472,legal,,,
770991,Charming one bedroom in Noe Valley,Noe Valley,37.74259,-122.42804,Entire home/apt,29,STR-0000004,legal,,,
776239,"Modern view house up above the Castro, 3+bdrm/2ba",Castro/Upper Market,37.75809,-122.44311,Entire home/apt,27,STR-0002738,legal,,,
781945,Huge Condo in the best Location,Financial District,37.7842,-122.39925,Entire home/apt,1195,,illegal,,,
783135,Huge 1BR Apartment + Garden (NoPa),Western Addition,37.77596,-122.44525,Entire home/apt,1125,CITY REGISTRATION PENDING,illegal,,,
783821,Exquisite Top Floor Castro Jewelbox + Parking,Castro/Upper Market,37.76077,-122.43786,Entire home/apt,1125,,illegal,,,
792370,Garden Apartment Next to Duboce Park,Castro/Upper Market,37.76883,-122.43491,Entire home/apt,600,,illegal,,,
794626,Beautiful Bernal Heights Apartment,Excelsior,37.72924,-122.42653,Entire home/apt,26,STR-0002604,legal,,,
795254,Attic Master Suite with Kitchenette,Western Addition,37.77099,-122.43355,Entire home/apt,28,STR-0000406,legal,,,
806199,"Sunny, artistic loft retreat – South Beach",South of Market,37.78786,-122.39325,Entire home/apt,1125,STR-0000141,legal,,,
811374,Perfectly Located Russian Hill Flat,Russian Hill,37.79748,-122.42065,Entire home/apt,120,,illegal,,,
819856,Most Luxury condo in SF!,Financial District,37.79119,-122.39564,Entire home/apt,365,,illegal,,,
819863,"Absolutely Private, Wi Fi, Laundry, Public Parking",Inner Sunset,37.75949,-122.46839,Entire home/apt,365,STR-0001016,legal,,,
829185,Gorgeously Renovated Coastal Victorian Home,Mission,37.77109,-122.42402,Entire home/apt,1125,STR-0000973,legal,,,
830330,"All new, spacious apartment & yard",Bernal Heights,37.73919,-122.4159,Entire home/apt,1125,CITY REGISTRATION PENDING,illegal,,,
830576,Sunny Pac Heights Studio w BAY VIEW,Pacific Heights,37.79511,-122.42651,Entire home/apt,1125,,illegal,,,
830997,Luxury Furnished Studio - VIEW!!!,South of Market,37.78377,-122.40721,Entire home/apt,1125,,illegal,,,
833149,Entire home/apt in San Francisco,Inner Sunset,37.75942,-122.4677,Entire home/apt,365,,illegal,,,
837045,Kid friendly apt near Duboce Park,Western Addition,37.77159,-122.43204,Entire home/apt,21,STR-0003122,legal,,,
840986,Apartment across from Precita Park!,Bernal Heights,37.74641,-122.41163,Entire home/apt,45,STR-0000429,legal,,,
845502,Historic SF Victorian,Western Addition,37.77444,-122.43672,Entire home/apt,180,STR-0000264,legal,,,
851889,Luxurious Smart-Tech Loft near Moscone Center,South of Market,37.77576,-122.41073,Entire home/apt,1125,STR-0004055,legal,,,
862254,Ashbury Top Floor Apt A5,Haight Ashbury,37.76646,-122.4473,Entire home/apt,1125,,illegal,,,
863987,Large 1 BR w King Bed on Fillmore,Western Addition,37.78115,-122.43246,Entire home/apt,1124,,illegal,,,
865873,Open Concept Living in Superb Mission Location,Mission,37.76252,-122.42428,Entire home/apt,140,,illegal,,,
867530,Quiet Bernal Heights cottage studio,Bernal Heights,37.73822,-122.42233,Entire home/apt,365,STR-0001955,legal,,,
870532,Business-Friendly Charmer w/  Deck near The Castro,Castro/Upper Market,37.76469,-122.43424,Entire home/apt,200,CITY REGISTRATION PENDING,illegal,,,
870705,Modern and Elegant 2/2 with Parking,Bernal Heights,37.74151,-122.42308,Entire home/apt,30,1077995,legal,,,
872246,Fully Furnished Condo w/ VIEW of SF,Nob Hill,37.79665,-122.41262,Entire home/apt,1125,,illegal,,,
873705,Spacious Victorian with Private Yard,Western Addition,37.78622,-122.4444,Entire home/apt,14,STR-0003042,legal,,,
878935,2BR: Family friendly next to GGP!,Inner Sunset,37.76464,-122.4678,Entire home/apt,1125,STR-0001720,legal,,,
881061,Fab Central Location & Hip Neighborhood,Haight Ashbury,37.76978,-122.43629,Entire home/apt,1125,,illegal,,,
881105,Marinafront Condo - Designer Luxury!,Marina,37.80532,-122.43548,Entire home/apt,7,STR-0000323,legal,,,
883937,"Stylish, 1 bdrm Japanese-style apt.",Bernal Heights,37.7465,-122.40989,Entire home/apt,28,STR-0000246,legal,,,
887389,Large 1 BR on Fillmore Street,Western Addition,37.78078,-122.43303,Entire home/apt,365,,illegal,,,
890875,"Sunny, modern apt in Lower Haight",Western Addition,37.77116,-122.43373,Entire home/apt,30,STR-0003122,legal,,,
900393,Comfortable Potrero Hill 2 BDR Home,Potrero Hill,37.75646,-122.40114,Entire home/apt,1125,,illegal,,,
900941,Stunning apartment with roof deck!,Castro/Upper Market,37.75804,-122.43579,Entire home/apt,90,,legal,,,
902435,Monthly Furnished Condo with View!,South of Market,37.7869,-122.39092,Entire home/apt,180,,illegal,,,
905902,Elegant Family Flat on GG Park,Golden Gate Park,37.76569,-122.48264,Entire home/apt,180,1084290,illegal,,,
911029,"Spectacular view, hilltop retreat",Haight Ashbury,37.76284,-122.44624,Entire home/apt,180,,illegal,,,
915058,Unique Colorful SF House & Magical Garden + Views!,Bernal Heights,37.74332,-122.40942,Entire home/apt,1125,STR-0000478,legal,,,
918341,Potrero Hill Garden Getaway,Potrero Hill,37.7637,-122.39735,Entire home/apt,14,STR-0000073,legal,,,
929468,Upper Castro Flat,Castro/Upper Market,37.75861,-122.44519,Entire home/apt,30,STR-0000033,legal,,,
930955,3BR/2BA central Cole Valley condo 1500 sf,Haight Ashbury,37.76097,-122.44837,Entire home/apt,365,,illegal,,,
931313,Central apartment - Market Street with parking,Mission,37.77039,-122.42267,Entire home/apt,1125,,illegal,,,
932481,HUGE Home& CAR... BEST SF AREA!  ALL 5 ** reviews!,Pacific Heights,37.79177,-122.4327,Entire home/apt,365,STR-0001946,legal,,,
934012,One block from Golden Gate Park!,Inner Richmond,37.77465,-122.46206,Entire home/apt,180,,illegal,,,
937842,Casa Quixote Mission flat w/parking,Mission,37.75991,-122.41065,Entire home/apt,1125,STR-0000365,legal,,,
938330,Cute & Sunny Bird’s Nest-View Studio!,Western Addition,37.7818,-122.44348,Entire home/apt,1125,,illegal,,,
943851,"Victorian top floor flat, Mission",Mission,37.75708,-122.40801,Entire home/apt,31,,legal,,,
945748,Luxury Interior Designer’s GH/Apt -  Pac Heights,Presidio Heights,37.78421,-122.45896,Entire home/apt,29,STR-0003595,legal,,,
948066,Studio Apt on Sunny Potrero Hill,Potrero Hill,37.76244,-122.40375,Entire home/apt,365,,illegal,,,
958507,Amazing SOMA Victorian  Corporate,South of Market,37.77719,-122.40871,Entire home/apt,190,,illegal,,,
961900,Spacious Modern Loft in SOMA,South of Market,37.77831,-122.39379,Entire home/apt,35,,legal,,,
964751,Fully Private Garden Studio w/bath,Inner Richmond,37.77842,-122.45796,Entire home/apt,120,STR-0000110,legal,,,
964952,Beautiful Modern 3BR/2BA in NOPA,Western Addition,37.77439,-122.43755,Entire home/apt,29,STR-0000804,legal,,,
968852,Bright Haight Victorian,Western Addition,37.77112,-122.43364,Entire home/apt,29,STR-0001577,legal,,,
975482,Buena Vista Heights Penthouse,Haight Ashbury,37.76965,-122.43833,Entire home/apt,60,,legal,,,
980783,Potrero Hill Retreat,Potrero Hill,37.7646,-122.40415,Entire home/apt,120,,illegal,,,
982298,"Amazing Beachfront House, Hot Tub - 4BR",Outer Sunset,37.74984,-122.50852,Entire home/apt,28,STR-0000902,legal,,,
991765,Country living in the Mission!,Mission,37.7557,-122.41151,Entire home/apt,20,STR-0000350,legal,,,
992676,Tranquil Suite Oasis,Glen Park,37.73485,-122.43407,Entire home/apt,27,STR-0000056,legal,,,
1003756,AIRBNB EMPLOYEES:  2Bdrm Flat + Great Views,Potrero Hill,37.75963,-122.40192,Entire home/apt,18,STR-0002165,legal,,,
1007157,Rent Russian Hill ,Nob Hill,37.7959,-122.41813,Entire home/apt,120,,illegal,,,
1011292,Spacious house w/garage in great location,Noe Valley,37.74684,-122.42697,Entire home/apt,365,,illegal,,,
1015336,Beautiful Home close to the water,Marina,37.80507,-122.44358,Entire home/apt,90,1021857,illegal,,,
1016604,Entire 3br Beautiful Edwardian Home,Inner Richmond,37.78027,-122.46108,Entire home/apt,7,STR-0000077,legal,,,
1029621,Beautiful 2 Bedroom Edwardian Homec,Western Addition,37.76943,-122.43377,Entire home/apt,10,STR-0001063,legal,,,
1030352,★ Redesigned in Mission + King Beds + Parking! ★,Mission,37.75401,-122.40925,Entire home/apt,1125,,illegal,,,
1031899,Fabulous Charming & Sunny S.F Apt.,Noe Valley,37.74833,-122.42621,Entire home/apt,360,,illegal,,,
1033754,Sunset home near beach and park,Outer Sunset,37.75975,-122.50544,Entire home/apt,45,STR-0000544,legal,,,
1037251,Cozy & Convenient easy fwy Access,Bernal Heights,37.74308,-122.40679,Entire home/apt,60,STR-0001234,legal,,,
1056006,Hayes Valley 3 BR w Rooftop Deck,Downtown/Civic Center,37.77632,-122.422,Entire home/apt,1125,,illegal,,,
1074231,Victorian Living in San Francisco,Haight Ashbury,37.77301,-122.44928,Entire home/apt,365,,illegal,,,
1076743,2BD Russian Hill Hideaway,Russian Hill,37.79951,-122.41714,Entire home/apt,90,STR-0002376,illegal,,,
1080980,Beautiful loft in the heart of SoMa,South of Market,37.77807,-122.4101,Entire home/apt,40,STR-0000901,legal,,,
1084068,Modern Sanctuary Abundance of Light,South of Market,37.77967,-122.40379,Entire home/apt,730,,illegal,,,
1094207,Extraordinary Furnished Junior 1br,Mission,37.76016,-122.42413,Entire home/apt,120,,illegal,,,
1098003,"Lovely, Unique Home Near Everything",Western Addition,37.77093,-122.43008,Entire home/apt,1125,STR-0001313,legal,,,
1103797,Remodeled Victorian Flat w/ Garden,Western Addition,37.78521,-122.44279,Entire home/apt,30,STR-0001362,legal,,,
1104912,"Sunny SF apt near Downtown,Golden Gate Park, beach",Outer Richmond,37.7752,-122.50139,Entire home/apt,28,STR-0003322,legal,,,
1106534,Private Cottage in Noe Valley with parking!,Noe Valley,37.74553,-122.43805,Entire home/apt,90,CITY REGISTRATION PENDING,illegal,,,
1107014,Incredible City Views from a House in the Castro,Castro/Upper Market,37.75871,-122.43815,Entire home/apt,120,STR-0001118,legal,,,
1109534,Elegant 3-bedroom gem in Pacific Heights,Pacific Heights,37.7909,-122.43397,Entire home/apt,18,STR-0003691,legal,,,
1110001,"Charming, Cozy, Beautiful Home w/lush garden patio",Noe Valley,37.74356,-122.42908,Entire home/apt,45,STR-0002962,legal,,,
1110787,1 Bedroom Apt in Pacific Heights - Great Location!,Pacific Heights,37.78983,-122.43481,Entire home/apt,365,STR-0001127,legal,,,
1121697,Gorgeous Full-Floor Victorian Flat,Western Addition,37.77804,-122.43084,Entire home/apt,300,STR-0002096,legal,,,
1133372,"Sunny & private 2-BD Victorian charmer, near BART",Glen Park,37.73846,-122.42951,Entire home/apt,14,STR-0001112,legal,,,
1141986,Lovely SF Studio & Location,South of Market,37.78005,-122.40323,Entire home/apt,360,,illegal,,,
1142101,"3 Bedroom House Near Beach & Golden Gate Park, SF",Outer Sunset,37.75727,-122.50099,Entire home/apt,30,STR-0002917,legal,,,
1145582,"Charming apartment in the Fillmore, location!",Western Addition,37.78681,-122.43277,Entire home/apt,90,,legal,,,
1150867,"Tranquil, Stylish Studio Combining Indoor with Outdoors",Castro/Upper Market,37.76846,-122.43863,Entire home/apt,29,STR-0004171,legal,,,
1151109,Contemporary SF home with roofdeck,Marina,37.79966,-122.43795,Entire home/apt,1125,STR-1021838,legal,,,
1151864,"Luxury 2BR Condo S Beach (gym,pool)",South of Market,37.784,-122.39019,Entire home/apt,180,,illegal,,,
1159284,TELEGRAPH HILL WATERFRONT CONDO. VIEWS/DECKS/PARK,North Beach,37.8039,-122.40661,Entire home/apt,180,,illegal,,,
1171918,Modern SOMA Loft with great layout!,South of Market,37.77706,-122.4047,Entire home/apt,1125,CITY REGISTRATION PENDING,illegal,,,
1174537,SF Tower Suite on Telegraph Hill,North Beach,37.80068,-122.40549,Entire home/apt,120,,illegal,,,
1174758,SF- Bridge Suite on Telegraph Hill,North Beach,37.80102,-122.40395,Entire home/apt,90,,legal,,,
1177310,"Garden Cottage, 1br/1ba, yard, W/D",Noe Valley,37.74254,-122.42685,Entire home/apt,365,STR-0001239,legal,,,
1178260,CHARMING NORTH BEACH ALLEY HIDEAWAY,North Beach,37.80015,-122.40543,Entire home/apt,180,,illegal,,,
1178281,Elegant 2Bdrm Top Flr -Alamo Square,Western Addition,37.77766,-122.43437,Entire home/apt,180,STR-0000306,legal,,,
1180103,Hayes Valley Classic Victorian Flat,Western Addition,37.77537,-122.43139,Entire home/apt,1125,STR-0001097,legal,,,
1182465,"Zen Castro Apt, quiet deck, large kitchen",Castro/Upper Market,37.75734,-122.44046,Entire home/apt,1125,STR-0003138,legal,,,
1201159,Modern Studio +View in SOMA!,South of Market,37.78067,-122.39794,Entire home/apt,365,,illegal,,,
1203062,2 BR in the heart of the Mission!,Mission,37.75599,-122.4222,Entire home/apt,21,STR-0002942,legal,,,
1203849,Modern Flat in Noe Valley,Noe Valley,37.7534,-122.43011,Entire home/apt,7,STR-0003574,legal,,,
1209893,Designer Flat - easy access to downtown,Presidio Heights,37.78427,-122.45878,Entire home/apt,30,STR-0003595,legal,,,
1212746,Big Flat/3 BR/2-Bath/Great District/Near Subway,Castro/Upper Market,37.76018,-122.4402,Entire home/apt,29,CITY REGISTRATION PENDING,legal,,,
1212822,"""DESIGNER  SHOWPLACE  HOME""  in the MARINA",Marina,37.80362,-122.44547,Entire home/apt,1125,STR-0001083,legal,,,
1214080,"A Mission Story, 2 bed/2 bath with Oversized Yard.",Bernal Heights,37.74644,-122.41747,Entire home/apt,1125,STR-0001806,legal,,,
1221467,"Cal Style Living, 3BR, Parking",Outer Mission,37.73086,-122.44425,Entire home/apt,180,APPLIED FOR,illegal,,,
1223704,4-Level Townhome in Heart of SOMA,South of Market,37.77966,-122.40344,Entire home/apt,1125,CITY REGISTRATION PENDING,illegal,,,
1226557,"Modern, bright, luxury condo - SOMA",South of Market,37.77782,-122.3968,Entire home/apt,730,,illegal,,,
1229606,SOMA Hideaway- Corporate Stays,South of Market,37.7763,-122.40966,Entire home/apt,190,,illegal,,,
1245838,Fantastic Family Home with Beautiful Backyard,Bernal Heights,37.7367,-122.41797,Entire home/apt,21,STR-0000906,legal,,,
1249046,Studio with rooftop deck!,Downtown/Civic Center,37.78185,-122.42087,Entire home/apt,1125,,illegal,,,
1251570,Exquisitely Designed Classic Condo near Mission Dolores Park,Castro/Upper Market,37.76601,-122.4284,Entire home/apt,14,CITY REGISTRATION PENDING,legal,,,
1261055,Designer loft w/private roof deck,Potrero Hill,37.76341,-122.38915,Entire home/apt,51,,legal,,,
1261122,Perfect West Portal Private Suite!,West of Twin Peaks,37.73461,-122.46862,Entire home/apt,28,STR-0000215,legal,,,
1277771,Home Away From Home,Inner Richmond,37.78524,-122.47628,Entire home/apt,28,STR-0000144,legal,,,
1281132,Garden view one bedroom - your own SF home,Bernal Heights,37.7354,-122.41795,Entire home/apt,29,STR-0002321,legal,,,
1286943,Happy home in the Bernal Sun- Walkscore 90!,Bernal Heights,37.73885,-122.41743,Entire home/apt,7,STR-0001427,legal,,,
